model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 I30,2013,5998,Manual,62227,Petrol,165,46.0,1.4
 I20,2013,6998,Automatic,26550,Petrol,145,47.1,1.4
 I30,2016,6998,Manual,73053,Petrol,125,50.4,1.4
 I30,2017,9998,Manual,13692,Petrol,145,56.5,1.0
 Tucson,2019,15498,Manual,15196,Petrol,145,34.9,1.6
 Tucson,2019,15498,Manual,13684,Petrol,145,34.9,1.6
 Tucson,2017,13698,Manual,6741,Petrol,150,44.8,1.6
 Tucson,2018,15498,Manual,9653,Petrol,150,34.9,1.6
 Tucson,2017,14298,Semi-Auto,25630,Diesel,125,57.6,1.7
 I30,2015,8498,Manual,20662,Petrol,145,48.7,1.4
 I10,2017,6498,Manual,31696,Petrol,20,60.1,1.0
 Tucson,2017,13998,Manual,13490,Diesel,30,61.7,1.7
 IX35,2013,6498,Manual,56726,Diesel,150,48.7,1.7
 Tucson,2018,13298,Manual,15474,Diesel,145,61.7,1.7
 Tucson,2016,9998,Manual,89895,Diesel,30,61.7,1.7
 I20,2016,7498,Manual,15701,Petrol,30,55.4,1.2
 Tucson,2017,15998,Manual,14412,Diesel,150,61.4,1.7
 Ioniq,2018,15998,Automatic,17598,Hybrid,135,78.5,1.6
 I30,2015,7198,Manual,48949,Diesel,0,78.4,1.6
 Tucson,2016,16498,Automatic,28723,Diesel,200,47.1,2.0
 I10,2017,7798,Manual,9859,Petrol,145,60.1,1.0
 Tucson,2018,17998,Semi-Auto,16522,Diesel,145,47.1,1.6
 I30,2015,7998,Manual,21575,Diesel,20,72.4,1.6
 I30,2018,11498,Manual,16174,Diesel,145,74.3,1.6
 I30,2016,8798,Manual,30266,Diesel,0,78.4,1.6
 I10,2017,8298,Manual,15553,Petrol,145,57.7,1.2
 Tucson,2019,15498,Manual,17338,Petrol,145,34.9,1.6
 Santa Fe,2019,32998,Semi-Auto,1001,Diesel,145,39.8,2.2
 Tucson,2017,12998,Manual,24263,Diesel,30,61.7,1.7
 I30,2019,13498,Manual,5449,Petrol,150,45.6,1.0
 IX20,2016,8498,Manual,25018,Petrol,125,50.4,1.4
 I30,2015,7498,Manual,38884,Petrol,150,48.7,1.4
 I30,2018,11998,Manual,13901,Diesel,145,74.3,1.6
 IX20,2017,9798,Manual,8303,Petrol,125,50.4,1.4
 Kona,2018,13698,Manual,3353,Petrol,145,44.1,1.0
 IX35,2014,8498,Manual,43978,Diesel,145,53.3,1.7
 Tucson,2019,15498,Manual,12818,Petrol,150,34.9,1.6
 I30,2016,7998,Manual,29465,Petrol,125,50.4,1.4
 Tucson,2017,12998,Manual,6318,Petrol,160,44.8,1.6
 Tucson,2017,13498,Manual,22714,Diesel,145,61.7,1.7
 I30,2015,7298,Manual,50221,Diesel,0,78.4,1.6
 I10,2018,7298,Manual,3895,Petrol,145,60.1,1.0
 Tucson,2019,15498,Manual,13177,Petrol,150,34.9,1.6
 Tucson,2019,15498,Manual,11686,Petrol,150,34.9,1.6
 I30,2016,9498,Manual,18361,Diesel,0,78.4,1.6
 Tucson,2019,15498,Manual,15861,Petrol,145,34.9,1.6
 Tucson,2019,15498,Manual,17431,Petrol,145,34.9,1.6
 Kona,2018,13998,Manual,8980,Petrol,145,44.1,1.0
 Tucson,2016,11298,Manual,31237,Diesel,30,61.7,1.7
 Tucson,2017,13998,Manual,17820,Diesel,145,61.7,1.7
 IX20,2016,8298,Manual,8423,Petrol,125,50.4,1.4
 Tucson,2019,15498,Manual,15091,Petrol,145,34.9,1.6
 Tucson,2019,15498,Manual,11896,Petrol,145,34.9,1.6
 Tucson,2016,12498,Manual,30164,Diesel,30,61.7,1.7
 Tucson,2016,12798,Manual,35696,Diesel,30,61.7,1.7
 I30,2016,10998,Manual,28390,Petrol,235,38.7,1.6
 Ioniq,2018,16998,Automatic,11776,Hybrid,135,78.5,1.6
 Tucson,2016,13498,Manual,12663,Diesel,30,61.7,1.7
 Tucson,2017,16998,Semi-Auto,23941,Diesel,125,57.6,1.7
 I30,2016,8698,Manual,28022,Diesel,0,78.4,1.6
 Tucson,2017,11160,Manual,22068,Diesel,30,61.7,1.7
 Tucson,2017,14480,Semi-Auto,24144,Diesel,125,57.6,1.7
 Tucson,2016,12998,Manual,23793,Diesel,30,61.7,1.7
 IX20,2015,6498,Manual,27027,Petrol,125,50.4,1.4
 Tucson,2017,13998,Manual,14920,Diesel,30,61.7,1.7
 I40,2014,8998,Manual,38589,Diesel,30,62.8,1.7
 Ioniq,2019,22998,Automatic,2031,Hybrid,135,62.8,1.6
 Tucson,2017,15998,Semi-Auto,15935,Diesel,125,57.6,1.7
 Kona,2018,16998,Manual,4829,Petrol,150,44.1,1.0
 I30,2015,7698,Manual,35259,Diesel,0,78.4,1.6
 Tucson,2017,13498,Manual,45005,Diesel,145,61.7,1.7
 Tucson,2016,11798,Manual,40540,Diesel,30,61.7,1.7
 Tucson,2016,10698,Manual,59776,Diesel,30,61.7,1.7
 Tucson,2016,11998,Manual,51963,Diesel,30,61.7,1.7
 Tucson,2017,13498,Manual,31927,Diesel,30,61.7,1.7
 I30,2016,9298,Manual,5156,Petrol,145,48.7,1.4
 Santa Fe,2019,33998,Semi-Auto,3122,Diesel,145,39.8,2.2
 Tucson,2016,11698,Manual,34747,Petrol,160,44.8,1.6
 Kona,2019,15498,Manual,15,Petrol,145,44.1,1.0
 IX20,2016,7998,Manual,28933,Petrol,125,50.4,1.4
 Tucson,2017,14498,Manual,15455,Diesel,30,61.7,1.7
 Tucson,2019,21498,Manual,1550,Hybrid,145,51.4,1.6
 IX20,2016,8498,Manual,19658,Petrol,125,50.4,1.4
 IX20,2017,10298,Automatic,9595,Petrol,160,43.5,1.6
 I30,2016,8798,Manual,33503,Petrol,145,48.7,1.4
 I10,2014,5916,Manual,13281,Petrol,20,60.1,1.0
 I10,2017,7101,Manual,1847,Petrol,20,60.1,1.0
 I10,2014,5916,Manual,13281,Petrol,20,60.1,1.0
 I10,2017,7101,Manual,1847,Petrol,20,60.1,1.0
 Tucson,2016,14998,Semi-Auto,12489,Diesel,125,57.6,1.7
 Tucson,2016,12998,Manual,30773,Diesel,30,61.7,1.7
 Tucson,2017,14998,Manual,8016,Diesel,30,61.7,1.7
 Tucson,2017,14498,Semi-Auto,18701,Diesel,125,57.6,1.7
 I800,2018,15998,Manual,32235,Diesel,145,28.0,2.5
 I30,2016,9998,Manual,12668,Petrol,145,48.7,1.4
 I30,2018,9498,Manual,13002,Petrol,145,57.7,1.0
 Kona,2018,13498,Manual,12424,Petrol,145,44.1,1.0
 I10,2015,5998,Semi-Auto,41835,Petrol,30,47.9,1.2
 Tucson,2017,18330,Manual,15899,Diesel,145,54.3,2.0
 I800,2019,18497,Manual,5137,Diesel,145,31.7,2.5
 Tucson,2019,15498,Manual,11750,Petrol,150,34.9,1.6
 I30,2018,10998,Manual,14664,Petrol,145,56.5,1.0
 IX35,2015,10995,Automatic,44705,Diesel,265,41.5,2.0
 I30,2017,13995,Manual,30000,Diesel,145,74.3,1.6
 IX35,2015,9470,Manual,33730,Diesel,145,53.3,1.7
 I30,2015,7998,Manual,30796,Petrol,150,48.7,1.4
 Tucson,2017,13850,Manual,21985,Diesel,145,61.7,1.7
 Kona,2018,14498,Manual,13557,Petrol,145,44.1,1.0
 Santa Fe,2016,17298,Manual,23828,Diesel,200,47.1,2.2
 I10,2017,6798,Manual,37513,Petrol,145,57.7,1.2
 Tucson,2016,12298,Manual,38564,Diesel,30,61.7,1.7
 IX20,2016,7298,Manual,38297,Petrol,125,50.4,1.4
 I40,2017,11698,Manual,22336,Diesel,145,65.7,1.7
 Kona,2018,14798,Manual,6014,Petrol,145,44.1,1.0
 Ioniq,2018,16698,Automatic,11942,Hybrid,135,78.5,1.6
 I800,2016,14998,Automatic,17110,Diesel,325,33.6,2.5
 Tucson,2017,14998,Semi-Auto,17526,Diesel,145,57.6,1.7
 Tucson,2016,11998,Manual,31702,Diesel,30,61.7,1.7
 I30,2015,7698,Manual,32398,Diesel,0,78.4,1.6
 Tucson,2016,10998,Manual,32617,Diesel,30,61.7,1.7
 I30,2015,6310,Manual,50700,Diesel,0,78.4,1.6
 I30,2016,7637,Manual,38011,Diesel,0,78.4,1.6
 I800,2019,18550,Manual,16232,Diesel,145,31.7,2.5
 Tucson,2016,11180,Manual,10906,Petrol,160,44.8,1.6
 I10,2013,3491,Manual,48000,Petrol,20,61.4,1.2
 IX35,2013,7491,Automatic,71888,Diesel,300,39.2,2.0
 IX35,2014,8300,Manual,42630,Diesel,145,53.3,1.7
 I30,2018,9017,Manual,30287,Petrol,145,56.5,1.0
 I10,2016,5794,Manual,33318,Petrol,20,60.1,1.0
 I30,2016,8850,Manual,20457,Diesel,0,78.4,1.6
 Tucson,2019,17400,Manual,3475,Petrol,145,35.3,1.6
 IX20,2017,9998,Manual,12102,Petrol,145,50.4,1.4
 I20,2015,5495,Manual,56471,Petrol,30,58.9,1.2
 IX35,2014,7995,Manual,51023,Diesel,145,53.3,1.7
 I40,2014,7498,Manual,46152,Diesel,30,62.8,1.7
 IX35,2014,8498,Manual,54550,Diesel,150,53.3,1.7
 Santa Fe,2017,17998,Semi-Auto,40124,Diesel,235,42.8,2.2
 I30,2015,6998,Manual,30010,Petrol,150,47.1,1.4
 I30,2016,9998,Manual,33298,Diesel,20,72.4,1.6
 I10,2015,5998,Manual,20979,Petrol,20,60.1,1.0
 Tucson,2016,14495,Automatic,26600,Diesel,200,47.1,2.0
 I30,2016,11230,Automatic,6839,Petrol,200,41.5,1.6
 Ioniq,2018,15998,Automatic,28283,Hybrid,135,78.5,1.6
 Kona,2018,13498,Manual,11724,Petrol,145,44.1,1.0
 I10,2016,6960,Manual,10590,Petrol,20,60.1,1.0
 IX35,2014,7777,Manual,59247,Diesel,145,53.3,1.7
 I30,2016,8498,Manual,41593,Diesel,0,78.4,1.6
 I10,2017,7298,Manual,5970,Petrol,150,60.1,1.0
 Tucson,2017,13998,Manual,16353,Diesel,30,61.7,1.7
 I10,2014,4898,Manual,41063,Petrol,20,60.1,1.0
 I30,2014,6750,Manual,45449,Petrol,145,47.1,1.4
 I10,2017,7750,Manual,30318,Petrol,145,57.7,1.2
 I30,2013,4995,Manual,71271,Petrol,145,47.1,1.4
 I30,2015,6700,Manual,42307,Diesel,0,78.4,1.6
 I30,2018,12700,Manual,8404,Diesel,145,74.3,1.6
 I10,2018,7695,Manual,14956,Petrol,145,60.1,1.0
 Ioniq,2018,17298,Automatic,13474,Hybrid,135,78.5,1.6
 Ioniq,2018,15998,Automatic,11856,Hybrid,135,78.5,1.6
 Tucson,2016,13498,Manual,13185,Diesel,30,61.7,1.7
 I20,2017,8698,Manual,13480,Petrol,145,58.9,1.2
 Tucson,2016,14798,Manual,15110,Diesel,30,61.7,1.7
 Kona,2018,13698,Manual,21636,Petrol,145,52.3,1.0
 Tucson,2017,14998,Manual,16814,Diesel,145,61.7,1.7
 I30,2016,7998,Manual,38705,Diesel,0,78.4,1.6
 Tucson,2017,12798,Manual,27742,Diesel,30,61.7,1.7
 Tucson,2017,15498,Semi-Auto,19900,Diesel,125,57.6,1.7
 I30,2016,8998,Manual,26225,Petrol,150,48.7,1.4
 IX35,2015,9498,Manual,42865,Diesel,150,53.3,1.7
 Tucson,2017,11998,Manual,24713,Diesel,30,61.7,1.7
 Ioniq,2018,16998,Automatic,9097,Hybrid,135,78.5,1.6
 Kona,2018,13298,Manual,5801,Petrol,145,52.3,1.0
 Tucson,2017,13798,Manual,2916,Diesel,145,61.7,1.7
 Tucson,2019,15498,Manual,17441,Petrol,145,34.9,1.6
 Tucson,2017,14000,Manual,13807,Diesel,30,61.7,1.7
 IX35,2013,6998,Manual,69605,Diesel,145,53.3,1.7
 IX20,2017,9798,Manual,13217,Petrol,145,50.4,1.4
 I40,2015,9000,Manual,43000,Diesel,20,67.3,1.7
 Kona,2018,11784,Manual,26122,Petrol,145,52.3,1.0
 Tucson,2018,14364,Manual,12495,Petrol,145,44.8,1.6
 I20,2018,10595,Manual,10960,Petrol,145,46.3,1.2
 I20,2018,8600,Manual,17472,Petrol,145,55.4,1.2
 I30,2015,6885,Manual,59000,Diesel,0,78.4,1.6
 I20,2016,7698,Manual,27918,Petrol,0,65.7,1.0
 I800,2019,22998,Manual,2269,Diesel,145,31.7,2.5
 I10,2017,7298,Manual,19581,Petrol,145,60.1,1.0
 Tucson,2017,12698,Manual,13635,Petrol,165,44.8,1.6
 I10,2018,7495,Manual,8327,Petrol,145,60.1,1.0
 I10,2018,7495,Manual,14669,Petrol,145,60.1,1.0
 I10,2018,7495,Manual,22773,Petrol,145,60.1,1.0
 Tucson,2017,15395,Manual,27000,Diesel,150,61.4,1.7
 I10,2017,6995,Manual,19881,Petrol,20,60.1,1.0
 I20,2018,8895,Manual,16764,Petrol,150,58.9,1.2
 I10,2018,8994,Manual,19087,Petrol,145,60.1,1.0
 I10,2018,7695,Manual,12153,Petrol,145,60.1,1.0
 I10,2016,6395,Manual,9723,Petrol,20,60.1,1.0
 I30,2016,9498,Manual,17784,Diesel,0,78.4,1.6
 Kona,2019,14998,Manual,750,Petrol,145,44.1,1.0
 Tucson,2016,11498,Manual,52938,Diesel,30,61.7,1.7
 Tucson,2016,12498,Manual,58791,Diesel,30,61.7,1.7
 I10,2016,6500,Manual,11909,Petrol,20,60.1,1.0
 Tucson,2016,12298,Manual,14756,Diesel,30,61.7,1.7
 Tucson,2017,16298,Semi-Auto,38763,Diesel,145,57.7,1.7
 Tucson,2017,13498,Manual,25424,Diesel,30,61.7,1.7
 I40,2016,9798,Manual,40741,Diesel,30,65.7,1.7
 I30,2015,6998,Manual,54324,Diesel,0,78.4,1.6
 Kona,2018,13097,Manual,12215,Petrol,145,44.1,1.0
 I30,2015,8340,Manual,24904,Petrol,145,48.7,1.4
 I30,2015,7830,Manual,24042,Petrol,145,47.1,1.4
 Ioniq,2018,13998,Automatic,22508,Hybrid,135,78.5,1.6
 I10,2017,6590,Manual,21009,Petrol,20,60.1,1.0
 Tucson,2017,14798,Manual,15804,Diesel,30,61.7,1.7
 Tucson,2019,15498,Manual,17815,Petrol,145,34.9,1.6
 Tucson,2016,11998,Manual,19303,Diesel,30,61.7,1.7
 I30,2017,10698,Manual,25344,Diesel,145,74.3,1.6
 Kona,2018,11798,Manual,31885,Petrol,145,52.3,1.0
 Ioniq,2018,16498,Automatic,16046,Hybrid,135,78.5,1.6
 Ioniq,2018,16498,Automatic,16790,Hybrid,135,78.5,1.6
 Tucson,2016,12998,Manual,28861,Diesel,30,61.7,1.7
 Kona,2018,11998,Manual,26615,Petrol,145,52.3,1.0
 Tucson,2019,15498,Manual,13591,Petrol,145,34.9,1.6
 Tucson,2017,13798,Manual,20917,Diesel,30,61.7,1.7
 Tucson,2016,12798,Manual,44794,Diesel,30,61.7,1.7
 Tucson,2019,15498,Manual,17770,Petrol,150,34.9,1.6
 Tucson,2019,15498,Manual,17016,Petrol,150,34.9,1.6
 Tucson,2019,15498,Manual,17966,Petrol,145,34.9,1.6
 Tucson,2017,12995,Manual,32147,Diesel,30,61.7,1.7
 Santa Fe,2017,20495,Manual,22919,Diesel,200,47.1,2.2
 Tucson,2018,17995,Manual,13668,Diesel,150,48.7,1.6
 I30,2017,10995,Manual,21542,Diesel,150,74.3,1.6
 Santa Fe,2017,19498,Semi-Auto,12957,Diesel,240,42.8,2.2
 IX20,2018,10475,Automatic,12914,Petrol,145,43.5,1.6
 Tucson,2017,14000,Manual,39144,Diesel,145,61.4,1.7
 I20,2017,7485,Manual,21043,Petrol,30,58.9,1.2
 I10,2018,6485,Manual,24532,Petrol,150,60.1,1.0
 Tucson,2015,9795,Manual,70075,Diesel,30,61.7,1.7
 IX20,2013,4799,Manual,85000,Petrol,150,45.6,1.4
 I10,2018,7985,Manual,7594,Petrol,145,60.1,1.0
 Santa Fe,2018,21995,Automatic,17189,Diesel,145,42.8,2.2
 I30,2018,11695,Manual,15673,Diesel,145,74.3,1.6
 Tucson,2016,12195,Manual,34020,Diesel,30,61.7,1.7
 I30,2014,5999,Manual,47210,Petrol,150,47.1,1.4
 I10,2018,9990,Automatic,10000,Petrol,145,47.9,1.2
 Kona,2018,21495,Automatic,5200,Petrol,145,34.0,1.6
 I10,2014,5450,Manual,42346,Petrol,20,60.1,1.0
 Tucson,2017,13490,Semi-Auto,43858,Diesel,125,57.6,1.7
 Tucson,2016,13450,Manual,36736,Diesel,125,58.9,2.0
 IX35,2014,8490,Manual,35000,Diesel,150,53.3,1.7
 Tucson,2017,11390,Manual,32624,Diesel,30,61.7,1.7
 I30,2017,8450,Manual,61942,Diesel,20,72.4,1.6
 IX20,2015,6890,Automatic,34878,Petrol,200,43.6,1.6
 IX35,2014,9475,Manual,53544,Diesel,165,51.4,2.0
 Tucson,2017,10950,Manual,30531,Diesel,30,61.7,1.7
 I30,2016,9995,Manual,9671,Diesel,0,78.4,1.6
 Santa Fe,2017,17295,Manual,30142,Diesel,200,47.1,2.2
 Tucson,2018,14695,Manual,11374,Petrol,145,44.8,1.6
 Tucson,2019,14995,Manual,13251,Petrol,145,34.9,1.6
 I20,2017,7395,Manual,30505,Petrol,30,55.4,1.2
 Tucson,2019,15695,Manual,8293,Petrol,145,34.9,1.6
 Kona,2019,13695,Manual,4989,Petrol,145,44.1,1.0
 I30,2016,8695,Manual,23261,Diesel,0,78.4,1.6
 Tucson,2016,13495,Semi-Auto,37452,Diesel,125,57.6,1.7
 Santa Fe,2016,16495,Semi-Auto,47077,Diesel,235,42.8,2.2
 Tucson,2018,15995,Automatic,32250,Diesel,145,47.1,2.0
 Tucson,2016,12295,Manual,26452,Diesel,30,61.7,1.7
 Tucson,2018,17295,Semi-Auto,40404,Diesel,145,57.6,1.7
 Tucson,2017,14295,Semi-Auto,36425,Diesel,145,57.6,1.7
 Kona,2018,14995,Manual,12407,Petrol,145,52.3,1.0
 Tucson,2017,15295,Manual,14491,Diesel,30,61.7,1.7
 I40,2016,10695,Semi-Auto,26876,Diesel,125,56.5,1.7
 Tucson,2016,12495,Manual,25224,Diesel,30,61.7,1.7
 Santa Fe,2015,14495,Semi-Auto,41900,Diesel,260,41.5,2.2
 I800,2019,20000,Automatic,804,Diesel,145,31.7,2.5
 Tucson,2017,13000,Manual,12023,Diesel,30,61.7,1.7
 Tucson,2017,14000,Semi-Auto,15948,Diesel,125,57.6,1.7
 Tucson,2017,14195,Manual,11428,Diesel,30,61.7,1.7
 Veloster,2013,6495,Manual,46436,Petrol,160,43.5,1.6
 Tucson,2020,25995,Manual,3850,Hybrid,145,48.7,1.6
 I20,2019,10395,Manual,14600,Petrol,145,46.3,1.2
 Ioniq,2017,14795,Automatic,31490,Hybrid,0,78.5,1.6
 Tucson,2016,10695,Manual,66216,Diesel,30,61.7,1.7
 Ioniq,2019,16695,Semi-Auto,11311,Hybrid,135,78.5,1.6
 Kona,2019,14495,Manual,14000,Petrol,145,44.1,1.0
 Ioniq,2019,16995,Automatic,8809,Hybrid,135,78.5,1.6
 Ioniq,2018,15695,Automatic,20000,Hybrid,135,78.5,1.6
 Tucson,2019,17995,Manual,11341,Petrol,145,34.9,1.6
 Ioniq,2020,21695,Automatic,3000,Hybrid,135,62.8,1.6
 Tucson,2017,12895,Manual,41157,Diesel,30,61.7,1.7
 Ioniq,2019,17495,Automatic,14368,Hybrid,135,78.5,1.6
 Tucson,2019,17995,Manual,18241,Diesel,145,48.7,1.6
 Tucson,2019,21995,Semi-Auto,5874,Petrol,145,36.2,1.6
 I30,2020,16995,Manual,4000,Petrol,145,41.5,1.4
 I10,2020,11895,Manual,1000,Petrol,145,56.5,1.0
 I30,2019,15995,Manual,4000,Diesel,145,60.1,1.6
 I10,2020,12995,Manual,4550,Petrol,145,51.4,1.2
 Tucson,2018,16495,Semi-Auto,33500,Diesel,145,57.7,1.7
 Tucson,2017,12995,Manual,18235,Diesel,30,61.7,1.7
 I10,2014,5450,Manual,42346,Petrol,20,60.1,1.0
 Tucson,2018,16495,Semi-Auto,33500,Diesel,145,57.7,1.7
 Tucson,2017,12995,Manual,18235,Diesel,30,61.7,1.7
 I10,2018,7985,Manual,7594,Petrol,145,60.1,1.0
 Santa Fe,2018,21995,Semi-Auto,17189,Diesel,145,42.8,2.2
 Ioniq,2017,14385,Semi-Auto,46899,Hybrid,0,78.5,1.6
 Santa Fe,2018,20995,Semi-Auto,35887,Diesel,145,42.8,2.2
 I30,2018,11495,Manual,25289,Diesel,145,74.3,1.6
 Tucson,2016,11495,Manual,15800,Diesel,30,61.7,1.7
 I40,2015,9995,Manual,39779,Diesel,30,65.7,1.7
 Tucson,2016,13495,Manual,21225,Diesel,30,61.7,1.7
 IX35,2014,6995,Manual,64021,Diesel,145,53.3,1.7
 Tucson,2017,13490,Semi-Auto,35776,Diesel,125,57.6,1.7
 Tucson,2016,11990,Manual,68773,Diesel,145,54.3,2.0
 Tucson,2018,13690,Manual,18000,Petrol,145,44.8,1.6
 I40,2014,6490,Manual,59200,Diesel,30,65.7,1.7
 I30,2017,9990,Manual,49035,Diesel,145,74.3,1.6
 Santa Fe,2017,18295,Manual,22531,Diesel,200,47.1,2.2
 Tucson,2016,11295,Manual,40800,Diesel,30,61.7,1.7
 Santa Fe,2017,19995,Manual,28845,Diesel,200,47.1,2.2
 Tucson,2017,14495,Semi-Auto,41684,Diesel,125,57.6,1.7
 Tucson,2017,13995,Manual,47840,Diesel,30,61.7,1.7
 Tucson,2020,26995,Manual,3000,Hybrid,145,47.9,1.6
 Tucson,2017,18495,Automatic,35753,Diesel,200,47.1,2.0
 Tucson,2017,14995,Manual,31013,Diesel,30,61.4,1.7
 Tucson,2017,17695,Semi-Auto,35793,Diesel,125,57.6,1.7
 I20,2020,12995,Manual,3000,Petrol,145,46.3,1.2
 Tucson,2017,12995,Manual,36681,Diesel,30,61.7,1.7
 Tucson,2019,15498,Manual,12230,Petrol,150,34.9,1.6
 Tucson,2019,15498,Manual,15308,Petrol,150,34.9,1.6
 Tucson,2019,15498,Manual,11024,Petrol,150,34.9,1.6
 Tucson,2018,15295,Manual,16662,Petrol,145,34.9,1.6
 I10,2017,6995,Manual,29671,Petrol,145,57.7,1.2
 I10,2018,7495,Manual,7766,Petrol,145,60.1,1.0
 I10,2017,6795,Manual,34871,Petrol,145,57.7,1.2
 Tucson,2017,15495,Semi-Auto,19990,Diesel,125,57.6,1.7
 I10,2018,8995,Manual,2442,Petrol,145,57.7,1.2
 Santa Fe,2016,15995,Manual,32696,Diesel,200,46.3,2.2
 Tucson,2019,26995,Semi-Auto,12,Diesel,145,46.3,1.6
 Tucson,2017,13895,Manual,17849,Diesel,30,61.7,1.7
 Tucson,2017,14995,Semi-Auto,13061,Diesel,125,57.6,1.7
 I30,2019,13595,Manual,15000,Petrol,145,41.5,1.4
 Tucson,2019,25495,Semi-Auto,4,Diesel,145,47.1,1.6
 I40,2019,15495,Manual,12000,Diesel,145,54.3,1.6
 I800,2018,16895,Manual,22756,Diesel,145,31.7,2.5
 Tucson,2019,16395,Manual,5338,Petrol,145,34.9,1.6
 Tucson,2019,16095,Manual,6214,Petrol,145,34.9,1.6
 Ioniq,2018,17195,Automatic,17534,Hybrid,135,78.5,1.6
 Tucson,2019,16595,Manual,2860,Petrol,145,34.9,1.6
 I30,2019,22395,Manual,2144,Petrol,145,34.0,2.0
 I40,2015,7480,Manual,41050,Diesel,30,65.7,1.7
 Tucson,2017,15700,Manual,38300,Diesel,145,58.9,2.0
 I10,2020,12500,Manual,371,Petrol,150,56.5,1.0
 Ioniq,2018,17995,Automatic,9531,Hybrid,135,78.5,1.6
 Tucson,2016,14495,Semi-Auto,29856,Diesel,125,57.6,1.7
 I20,2015,5995,Manual,61219,Petrol,30,55.4,1.2
 I30,2016,7995,Manual,51919,Diesel,0,78.4,1.6
 Tucson,2016,12698,Manual,27509,Diesel,30,61.7,1.7
 I30,2018,10498,Manual,17070,Petrol,145,56.5,1.0
 I10,2014,5212,Manual,54681,Petrol,30,57.6,1.2
 I10,2017,6760,Manual,16403,Petrol,20,60.1,1.0
 I20,2015,7390,Manual,28300,Petrol,125,51.4,1.4
 Tucson,2019,18495,Semi-Auto,16375,Petrol,145,36.2,1.6
 I20,2015,7995,Automatic,34712,Petrol,160,42.2,1.4
 I30,2019,15995,Manual,5636,Diesel,145,58.9,1.6
 Santa Fe,2019,31995,Automatic,9800,Diesel,145,39.8,2.2
 Tucson,2017,14498,Manual,21776,Diesel,145,61.7,1.7
 Tucson,2017,13298,Manual,33771,Diesel,150,61.7,1.7
 Tucson,2016,12480,Manual,25865,Diesel,30,61.7,1.7
 I800,2016,13710,Automatic,27802,Diesel,325,33.6,2.5
 Santa Fe,2016,17650,Automatic,26294,Diesel,235,42.8,2.2
 I10,2017,6750,Manual,37972,Petrol,145,57.7,1.2
 Tucson,2016,10985,Manual,60996,Diesel,30,61.7,1.7
 I10,2018,7485,Manual,18385,Petrol,145,60.1,1.0
 I10,2018,7485,Manual,9832,Petrol,145,60.1,1.0
 I10,2018,7185,Manual,20189,Petrol,145,60.1,1.0
 Tucson,2017,13995,Manual,23558,Diesel,145,61.7,1.7
 Kona,2019,14985,Manual,7896,Petrol,145,44.1,1.0
 Kona,2019,14485,Manual,17976,Petrol,145,44.1,1.0
 Ioniq,2019,17195,Automatic,6437,Hybrid,135,78.5,1.6
 Tucson,2016,10995,Manual,49018,Diesel,30,61.7,1.7
 I10,2018,6985,Manual,22524,Petrol,145,60.1,1.0
 I10,2018,7685,Manual,8043,Petrol,145,60.1,1.0
 I10,2018,7985,Manual,5406,Petrol,145,60.1,1.0
 I10,2017,7498,Manual,24014,Petrol,145,60.1,1.0
 I20,2014,5998,Manual,17641,Petrol,30,57.6,1.2
 I10,2017,8498,Manual,5676,Petrol,30,57.7,1.2
 I40,2017,11485,Manual,33067,Diesel,145,65.7,1.7
 Kona,2018,11985,Manual,13878,Petrol,145,54.3,1.0
 Kona,2019,14785,Manual,15113,Petrol,145,44.1,1.0
 Kona,2019,14985,Manual,11372,Petrol,145,44.1,1.0
 Kona,2019,13485,Manual,17815,Petrol,145,44.1,1.0
 Kona,2019,14985,Manual,17868,Petrol,145,44.1,1.0
 I30,2020,22895,Manual,3811,Petrol,145,34.0,2.0
 Ioniq,2020,23895,Automatic,4152,Hybrid,135,1.1,1.6
 I40,2016,10695,Semi-Auto,27000,Diesel,125,56.5,1.7
 Santa Fe,2017,19495,Semi-Auto,17354,Diesel,240,42.8,2.2
 I10,2017,7495,Manual,17500,Petrol,20,60.1,1.0
 I30,2016,8595,Manual,44534,Diesel,0,78.4,1.6
 IX20,2016,8250,Manual,15560,Petrol,125,50.4,1.4
 Tucson,2019,14995,Manual,10193,Petrol,145,34.9,1.6
 Tucson,2017,12995,Manual,12490,Petrol,160,44.8,1.6
 Ioniq,2018,14995,Automatic,15946,Hybrid,135,78.5,1.6
 I30,2017,9299,Manual,31456,Diesel,150,72.4,1.6
 Tucson,2017,15110,Semi-Auto,6173,Diesel,125,57.6,1.7
 Tucson,2017,14295,Manual,17333,Diesel,145,61.7,1.7
 I20,2014,4950,Manual,46598,Petrol,30,57.6,1.2
 I30,2017,11799,Manual,16853,Diesel,0,74.3,1.6
 I10,2017,6950,Manual,22128,Petrol,145,60.1,1.0
 I10,2016,4388,Manual,36182,Petrol,20,60.1,1.0
 I10,2017,6699,Manual,31814,Petrol,30,57.7,1.2
 Kona,2018,13485,Manual,7034,Petrol,150,52.3,1.0
 I20,2018,9285,Manual,16899,Petrol,150,58.9,1.2
 Tucson,2016,13785,Manual,10710,Diesel,30,61.7,1.7
 I10,2018,7995,Manual,3200,Petrol,145,60.1,1.0
 I40,2013,6995,Manual,50438,Diesel,30,62.8,1.7
 Tucson,2017,14798,Manual,6430,Diesel,30,61.7,1.7
